Team1_Pyth,Team1_Luck,Team1_SOS_Pyth,Team1_NCSOS_Pyth,Team2_Pyth,Team2_Luck,Team2_SOS_Pyth,Team2_NCSOS_Pyth,outcome
20.16,-0.022,7.19,2.75,32.33,-0.028,12.59,2.42,0
28.3,0.012,8.93,-2.05,16.5,0.004,11.2,6.59,1
16.5,0.004,11.2,6.59,28.3,0.012,8.93,-2.05,0
24.69,0.008,13.74,0.97,27.37,0.029,7.56,-5.55,1
27.37,0.029,7.56,-5.55,24.69,0.008,13.74,0.97,0
28.3,0.012,8.93,-2.05,32.33,-0.028,12.59,2.42,1
32.33,-0.028,12.59,2.42,28.3,0.012,8.93,-2.05,0
28.3,0.012,8.93,-2.05,24.69,0.008,13.74,0.97,1
24.69,0.008,13.74,0.97,28.3,0.012,8.93,-2.05,0
-1.2,-0.022,1.99,14.37,-12.49,-0.023,-14.52,1.14,1
-12.49,-0.023,-14.52,1.14,-1.2,-0.022,1.99,14.37,0
32.77,0.011,11.64,4.26,-1.2,-0.022,1.99,14.37,1
-1.2,-0.022,1.99,14.37,32.77,0.011,11.64,4.26,0
13.02,0.003,7.22,-3.06,14.06,0.016,6.18,-3.99,1
14.06,0.016,6.18,-3.99,13.02,0.003,7.22,-3.06,0
25.02,-0.054000000000000006,9.16,-0.89,15.54,-0.002,-0.46,-10.69,1
15.54,-0.002,-0.46,-10.69,25.02,-0.054000000000000006,9.16,-0.89,0
23.93,-0.027000000000000003,7.13,-4.3,8.29,0.042,2.72,-4.24,1
8.29,0.042,2.72,-4.24,23.93,-0.027000000000000003,7.13,-4.3,0
20.81,0.042,10.24,1.27,13.36,-0.035,5.44,1.09,1
13.36,-0.035,5.44,1.09,20.81,0.042,10.24,1.27,0
6.69,0.063,-2.34,2.28,23.08,0.008,10.45,10.37,1
23.08,0.008,10.45,10.37,6.69,0.063,-2.34,2.28,0
18.93,-0.062,10.05,-3.82,12.15,0.042,3.68,-1.74,1
12.15,0.042,3.68,-1.74,18.93,-0.062,10.05,-3.82,0
21.94,-0.031,8.52,-1.04,-2.56,0.067,-8.61,-4.62,1
-2.56,0.067,-8.61,-4.62,21.94,-0.031,8.52,-1.04,0
27.41,-0.002,10.89,1.51,-4.95,0.077,-7.47,9.89,1
-4.95,0.077,-7.47,9.89,27.41,-0.002,10.89,1.51,0
15.25,0.038,6.49,-1.84,10.63,0.049,8.47,4.14,1
10.63,0.049,8.47,4.14,15.25,0.038,6.49,-1.84,0
25.67,-0.013,7.89,-3.18,10.04,0.049,-3.2,-3.98,1
10.04,0.049,-3.2,-3.98,25.67,-0.013,7.89,-3.18,0
13.53,0.032,-1.71,5.11,20.98,0.002,6.29,-4.57,1
20.98,0.002,6.29,-4.57,13.53,0.032,-1.71,5.11,0
20.33,0.032,3.6,-4.04,11.62,0.015,-0.68,-5.3,1
11.62,0.015,-0.68,-5.3,20.33,0.032,3.6,-4.04,0
22.55,-0.006,7.68,0.09,5.43,-0.027000000000000003,-3.52,0.83,1
5.43,-0.027000000000000003,-3.52,0.83,22.55,-0.006,7.68,0.09,0
20.43,-0.006,5.48,0.62,17.17,-0.034,9.51,3.4,1
17.17,-0.034,9.51,3.4,20.43,-0.006,5.48,0.62,0
24.1,0.032,8.85,-2.71,1.98,0.099,-3.87,1.72,1
1.98,0.099,-3.87,1.72,24.1,0.032,8.85,-2.71,0
32.68,-0.006999999999999999,8.16,0.31,-2.52,-0.003,-7.88,0.75,1
-2.52,-0.003,-7.88,0.75,32.68,-0.006999999999999999,8.16,0.31,0
12.11,0.045,1.1,0.35,17.01,-0.051,6.62,-2.46,1
17.01,-0.051,6.62,-2.46,12.11,0.045,1.1,0.35,0
14.69,0.079,2.31,7.63,20.51,0.033,6.84,-1.28,1
20.51,0.033,6.84,-1.28,14.69,0.079,2.31,7.63,0
18.3,0.078,6.6,-4.21,9.6,0.034,-1.72,3.31,1
9.6,0.034,-1.72,3.31,18.3,0.078,6.6,-4.21,0
12.51,-0.001,4.75,1.33,13.8,0.07,7.49,0.64,1
13.8,0.07,7.49,0.64,12.51,-0.001,4.75,1.33,0
22.22,0.027000000000000003,8.12,3.33,19.62,-0.094,-2.48,-4.48,1
19.62,-0.094,-2.48,-4.48,22.22,0.027000000000000003,8.12,3.33,0
16.75,0.015,6.1,4.17,9.41,0.08,3.04,-0.59,1
9.41,0.08,3.04,-0.59,16.75,0.015,6.1,4.17,0
25.02,-0.015,9.59,5.03,3.2,0.006999999999999999,-4.75,-1.78,1
3.2,0.006999999999999999,-4.75,-1.78,25.02,-0.015,9.59,5.03,0
22.18,0.06,8.61,6.73,-2.73,0.049,-4.35,4.56,1
-2.73,0.049,-4.35,4.56,22.18,0.06,8.61,6.73,0
14.08,0.091,0.66,1.74,18.41,-0.057,5.63,-10.09,1
18.41,-0.057,5.63,-10.09,14.08,0.091,0.66,1.74,0
25.78,0.045,6.42,-2.03,9.91,0.037000000000000005,2.67,9.12,1
9.91,0.037000000000000005,2.67,9.12,25.78,0.045,6.42,-2.03,0
19.23,-0.038,10.91,-4.87,14.41,-0.013,0.49,0.84,1
14.41,-0.013,0.49,0.84,19.23,-0.038,10.91,-4.87,0
15.47,0.037000000000000005,8.93,-3.94,10.74,0.036000000000000004,6.73,-0.43,1
10.74,0.036000000000000004,6.73,-0.43,15.47,0.037000000000000005,8.93,-3.94,0
17.88,0.012,3.46,2.18,4.97,0.065,-7.69,2.26,1
4.97,0.065,-7.69,2.26,17.88,0.012,3.46,2.18,0
15.0,0.08199999999999999,9.14,-7.33,14.33,-0.033,4.44,-1.69,1
14.33,-0.033,4.44,-1.69,15.0,0.08199999999999999,9.14,-7.33,0
24.86,0.046,10.94,4.87,0.03,0.059,-3.78,5.69,1
0.03,0.059,-3.78,5.69,24.86,0.046,10.94,4.87,0
18.93,-0.062,10.05,-3.82,21.94,-0.031,8.52,-1.04,1
21.94,-0.031,8.52,-1.04,18.93,-0.062,10.05,-3.82,0
32.77,0.011,11.64,4.26,13.02,0.003,7.22,-3.06,1
13.02,0.003,7.22,-3.06,32.77,0.011,11.64,4.26,0
25.02,-0.054000000000000006,9.16,-0.89,23.93,-0.027000000000000003,7.13,-4.3,1
23.93,-0.027000000000000003,7.13,-4.3,25.02,-0.054000000000000006,9.16,-0.89,0
20.81,0.042,10.24,1.27,6.69,0.063,-2.34,2.28,1
6.69,0.063,-2.34,2.28,20.81,0.042,10.24,1.27,0
24.1,0.032,8.85,-2.71,20.43,-0.006,5.48,0.62,1
20.43,-0.006,5.48,0.62,24.1,0.032,8.85,-2.71,0
20.33,0.032,3.6,-4.04,22.55,-0.006,7.68,0.09,1
22.55,-0.006,7.68,0.09,20.33,0.032,3.6,-4.04,0
25.67,-0.013,7.89,-3.18,13.53,0.032,-1.71,5.11,1
13.53,0.032,-1.71,5.11,25.67,-0.013,7.89,-3.18,0
27.41,-0.002,10.89,1.51,15.25,0.038,6.49,-1.84,1
15.25,0.038,6.49,-1.84,27.41,-0.002,10.89,1.51,0
14.69,0.079,2.31,7.63,18.3,0.078,6.6,-4.21,1
18.3,0.078,6.6,-4.21,14.69,0.079,2.31,7.63,0
32.68,-0.006999999999999999,8.16,0.31,12.11,0.045,1.1,0.35,1
12.11,0.045,1.1,0.35,32.68,-0.006999999999999999,8.16,0.31,0
22.22,0.027000000000000003,8.12,3.33,12.51,-0.001,4.75,1.33,1
12.51,-0.001,4.75,1.33,22.22,0.027000000000000003,8.12,3.33,0
25.02,-0.015,9.59,5.03,16.75,0.015,6.1,4.17,1
16.75,0.015,6.1,4.17,25.02,-0.015,9.59,5.03,0
15.0,0.08199999999999999,9.14,-7.33,24.86,0.046,10.94,4.87,1
24.86,0.046,10.94,4.87,15.0,0.08199999999999999,9.14,-7.33,0
22.18,0.06,8.61,6.73,14.08,0.091,0.66,1.74,1
14.08,0.091,0.66,1.74,22.18,0.06,8.61,6.73,0
15.47,0.037000000000000005,8.93,-3.94,17.88,0.012,3.46,2.18,1
17.88,0.012,3.46,2.18,15.47,0.037000000000000005,8.93,-3.94,0
25.78,0.045,6.42,-2.03,19.23,-0.038,10.91,-4.87,1
19.23,-0.038,10.91,-4.87,25.78,0.045,6.42,-2.03,0
20.81,0.042,10.24,1.27,18.93,-0.062,10.05,-3.82,1
18.93,-0.062,10.05,-3.82,20.81,0.042,10.24,1.27,0
32.77,0.011,11.64,4.26,25.02,-0.054000000000000006,9.16,-0.89,1
25.02,-0.054000000000000006,9.16,-0.89,32.77,0.011,11.64,4.26,0
25.67,-0.013,7.89,-3.18,27.41,-0.002,10.89,1.51,1
27.41,-0.002,10.89,1.51,25.67,-0.013,7.89,-3.18,0
24.1,0.032,8.85,-2.71,20.33,0.032,3.6,-4.04,1
20.33,0.032,3.6,-4.04,24.1,0.032,8.85,-2.71,0
32.68,-0.006999999999999999,8.16,0.31,14.69,0.079,2.31,7.63,1
14.69,0.079,2.31,7.63,32.68,-0.006999999999999999,8.16,0.31,0
22.22,0.027000000000000003,8.12,3.33,25.02,-0.015,9.59,5.03,1
25.02,-0.015,9.59,5.03,22.22,0.027000000000000003,8.12,3.33,0
25.78,0.045,6.42,-2.03,22.18,0.06,8.61,6.73,1
22.18,0.06,8.61,6.73,25.78,0.045,6.42,-2.03,0
15.0,0.08199999999999999,9.14,-7.33,15.47,0.037000000000000005,8.93,-3.94,1
15.47,0.037000000000000005,8.93,-3.94,15.0,0.08199999999999999,9.14,-7.33,0
32.77,0.011,11.64,4.26,20.81,0.042,10.24,1.27,1
20.81,0.042,10.24,1.27,32.77,0.011,11.64,4.26,0
25.67,-0.013,7.89,-3.18,24.1,0.032,8.85,-2.71,1
24.1,0.032,8.85,-2.71,25.67,-0.013,7.89,-3.18,0
32.68,-0.006999999999999999,8.16,0.31,22.22,0.027000000000000003,8.12,3.33,1
22.22,0.027000000000000003,8.12,3.33,32.68,-0.006999999999999999,8.16,0.31,0
25.78,0.045,6.42,-2.03,15.0,0.08199999999999999,9.14,-7.33,1
15.0,0.08199999999999999,9.14,-7.33,25.78,0.045,6.42,-2.03,0
32.77,0.011,11.64,4.26,25.67,-0.013,7.89,-3.18,1
25.67,-0.013,7.89,-3.18,32.77,0.011,11.64,4.26,0
32.68,-0.006999999999999999,8.16,0.31,25.78,0.045,6.42,-2.03,1
25.78,0.045,6.42,-2.03,32.68,-0.006999999999999999,8.16,0.31,0
32.77,0.011,11.64,4.26,32.68,-0.006999999999999999,8.16,0.31,1
32.68,-0.006999999999999999,8.16,0.31,32.77,0.011,11.64,4.26,0
-0.68,0.018000000000000002,-3.55,4.12,-10.4,-0.057,-14.27,-8.98,1
-10.4,-0.057,-14.27,-8.98,-0.68,0.018000000000000002,-3.55,4.12,0
25.44,0.077,8.98,-3.8,2.63,0.027000000000000003,-5.65,0.12,1
2.63,0.027000000000000003,-5.65,0.12,25.44,0.077,8.98,-3.8,0
17.13,-0.001,10.02,3.02,12.65,0.058,1.51,0.98,1
12.65,0.058,1.51,0.98,17.13,-0.001,10.02,3.02,0
20.09,0.006999999999999999,5.21,-7.56,10.86,0.026,1.59,-2.41,1
10.86,0.026,1.59,-2.41,20.09,0.006999999999999999,5.21,-7.56,0
23.2,-0.019,6.77,-4.52,14.87,-0.001,0.57,-6.63,1
14.87,-0.001,0.57,-6.63,23.2,-0.019,6.77,-4.52,0
18.16,0.017,4.11,2.16,16.02,0.004,8.89,-1.03,1
16.02,0.004,8.89,-1.03,18.16,0.017,4.11,2.16,0
22.16,-0.01,9.1,-0.83,8.56,0.01,-5.31,4.32,1
8.56,0.01,-5.31,4.32,22.16,-0.01,9.1,-0.83,0
16.06,0.032,6.03,0.35,9.06,0.086,6.93,-1.81,1
9.06,0.086,6.93,-1.81,16.06,0.032,6.03,0.35,0
19.44,0.012,9.44,-0.74,10.27,-0.027000000000000003,-5.29,8.15,1
10.27,-0.027000000000000003,-5.29,8.15,19.44,0.012,9.44,-0.74,0
24.59,0.08,10.79,3.17,-0.68,0.018000000000000002,-3.55,4.12,1
-0.68,0.018000000000000002,-3.55,4.12,24.59,0.08,10.79,3.17,0
17.23,-0.037000000000000005,10.53,9.27,14.94,-0.024,7.96,0.91,1
14.94,-0.024,7.96,0.91,17.23,-0.037000000000000005,10.53,9.27,0
8.95,0.056,-0.62,-0.71,15.22,0.024,1.9,3.89,1
15.22,0.024,1.9,3.89,8.95,0.056,-0.62,-0.71,0
18.65,0.024,7.43,-5.69,10.87,0.01,-1.99,0.54,1
10.87,0.01,-1.99,0.54,18.65,0.024,7.43,-5.69,0
11.86,0.017,1.54,4.95,13.99,0.049,6.16,-0.61,1
13.99,0.049,6.16,-0.61,11.86,0.017,1.54,4.95,0
28.28,-0.011,8.35,-8.46,9.28,0.056,-2.51,-3.47,1
9.28,0.056,-2.51,-3.47,28.28,-0.011,8.35,-8.46,0
21.29,-0.026,9.58,-1.83,15.84,-0.025,6.18,0.24,1
15.84,-0.025,6.18,0.24,21.29,-0.026,9.58,-1.83,0
20.68,0.028,6.74,-3.33,4.86,-0.025,-3.3,9.24,1
4.86,-0.025,-3.3,9.24,20.68,0.028,6.74,-3.33,0
27.54,0.047,10.51,6.81,6.74,0.02,5.63,-6.85,1
6.74,0.02,5.63,-6.85,27.54,0.047,10.51,6.81,0
14.67,0.106,-1.23,-15.01,14.77,-0.006,1.59,0.11,1
14.77,-0.006,1.59,0.11,14.67,0.106,-1.23,-15.01,0
15.9,-0.008,4.22,-12.2,13.15,0.077,8.71,-3.79,1
13.15,0.077,8.71,-3.79,15.9,-0.008,4.22,-12.2,0
22.0,0.008,10.68,1.75,11.33,0.024,0.66,3.83,1
11.33,0.024,0.66,3.83,22.0,0.008,10.68,1.75,0
19.49,-0.046,10.37,-0.49,13.6,0.032,5.81,0.44,1
13.6,0.032,5.81,0.44,19.49,-0.046,10.37,-0.49,0
7.51,0.016,-1.45,10.25,18.22,0.046,7.86,-0.77,1
18.22,0.046,7.86,-0.77,7.51,0.016,-1.45,10.25,0
15.92,0.013,6.74,-7.99,13.68,0.021,7.59,-0.77,1
13.68,0.021,7.59,-0.77,15.92,0.013,6.74,-7.99,0
25.79,0.039,7.79,-0.02,7.3,-0.03,-5.06,1.85,1
7.3,-0.03,-5.06,1.85,25.79,0.039,7.79,-0.02,0
23.54,-0.006999999999999999,3.89,7.82,5.7,-0.035,-3.45,6.88,1
5.7,-0.035,-3.45,6.88,23.54,-0.006999999999999999,3.89,7.82,0
12.56,0.092,-3.17,7.18,18.47,-0.062,6.35,-4.78,1
18.47,-0.062,6.35,-4.78,12.56,0.092,-3.17,7.18,0
21.72,-0.031,7.81,-6.92,10.54,0.017,0.67,-1.52,1
10.54,0.017,0.67,-1.52,21.72,-0.031,7.81,-6.92,0
16.5,-0.019,6.94,-2.22,23.22,-0.043,6.03,-1.11,1
23.22,-0.043,6.03,-1.11,16.5,-0.019,6.94,-2.22,0
15.53,-0.012,9.77,2.17,12.78,-0.001,2.27,-2.2,1
12.78,-0.001,2.27,-2.2,15.53,-0.012,9.77,2.17,0
15.64,0.036000000000000004,4.38,7.98,12.73,-0.065,1.91,-3.38,1
12.73,-0.065,1.91,-3.38,15.64,0.036000000000000004,4.38,7.98,0
12.48,0.005,9.21,1.6,15.36,-0.012,8.82,-1.71,1
15.36,-0.012,8.82,-1.71,12.48,0.005,9.21,1.6,0
23.4,0.02,8.3,1.6,-0.73,0.024,-8.62,5.97,1
-0.73,0.024,-8.62,5.97,23.4,0.02,8.3,1.6,0
16.06,0.032,6.03,0.35,19.44,0.012,9.44,-0.74,1
19.44,0.012,9.44,-0.74,16.06,0.032,6.03,0.35,0
20.09,0.006999999999999999,5.21,-7.56,23.2,-0.019,6.77,-4.52,1
23.2,-0.019,6.77,-4.52,20.09,0.006999999999999999,5.21,-7.56,0
18.16,0.017,4.11,2.16,22.16,-0.01,9.1,-0.83,1
22.16,-0.01,9.1,-0.83,18.16,0.017,4.11,2.16,0
25.44,0.077,8.98,-3.8,17.13,-0.001,10.02,3.02,1
17.13,-0.001,10.02,3.02,25.44,0.077,8.98,-3.8,0
28.28,-0.011,8.35,-8.46,11.86,0.017,1.54,4.95,1
11.86,0.017,1.54,4.95,28.28,-0.011,8.35,-8.46,0
18.65,0.024,7.43,-5.69,8.95,0.056,-0.62,-0.71,1
8.95,0.056,-0.62,-0.71,18.65,0.024,7.43,-5.69,0
21.29,-0.026,9.58,-1.83,20.68,0.028,6.74,-3.33,1
20.68,0.028,6.74,-3.33,21.29,-0.026,9.58,-1.83,0
24.59,0.08,10.79,3.17,17.23,-0.037000000000000005,10.53,9.27,1
17.23,-0.037000000000000005,10.53,9.27,24.59,0.08,10.79,3.17,0
27.54,0.047,10.51,6.81,14.67,0.106,-1.23,-15.01,1
14.67,0.106,-1.23,-15.01,27.54,0.047,10.51,6.81,0
22.0,0.008,10.68,1.75,15.9,-0.008,4.22,-12.2,1
15.9,-0.008,4.22,-12.2,22.0,0.008,10.68,1.75,0
25.79,0.039,7.79,-0.02,15.92,0.013,6.74,-7.99,1
15.92,0.013,6.74,-7.99,25.79,0.039,7.79,-0.02,0
19.49,-0.046,10.37,-0.49,7.51,0.016,-1.45,10.25,1
7.51,0.016,-1.45,10.25,19.49,-0.046,10.37,-0.49,0
15.64,0.036000000000000004,4.38,7.98,15.53,-0.012,9.77,2.17,1
15.53,-0.012,9.77,2.17,15.64,0.036000000000000004,4.38,7.98,0
23.4,0.02,8.3,1.6,12.48,0.005,9.21,1.6,1
12.48,0.005,9.21,1.6,23.4,0.02,8.3,1.6,0
23.54,-0.006999999999999999,3.89,7.82,12.56,0.092,-3.17,7.18,1
12.56,0.092,-3.17,7.18,23.54,-0.006999999999999999,3.89,7.82,0
16.5,-0.019,6.94,-2.22,21.72,-0.031,7.81,-6.92,1
21.72,-0.031,7.81,-6.92,16.5,-0.019,6.94,-2.22,0
18.16,0.017,4.11,2.16,16.06,0.032,6.03,0.35,1
16.06,0.032,6.03,0.35,18.16,0.017,4.11,2.16,0
25.44,0.077,8.98,-3.8,20.09,0.006999999999999999,5.21,-7.56,1
20.09,0.006999999999999999,5.21,-7.56,25.44,0.077,8.98,-3.8,0
24.59,0.08,10.79,3.17,18.65,0.024,7.43,-5.69,1
18.65,0.024,7.43,-5.69,24.59,0.08,10.79,3.17,0
28.28,-0.011,8.35,-8.46,21.29,-0.026,9.58,-1.83,1
21.29,-0.026,9.58,-1.83,28.28,-0.011,8.35,-8.46,0
22.0,0.008,10.68,1.75,27.54,0.047,10.51,6.81,1
27.54,0.047,10.51,6.81,22.0,0.008,10.68,1.75,0
25.79,0.039,7.79,-0.02,19.49,-0.046,10.37,-0.49,1
19.49,-0.046,10.37,-0.49,25.79,0.039,7.79,-0.02,0
23.54,-0.006999999999999999,3.89,7.82,16.5,-0.019,6.94,-2.22,1
16.5,-0.019,6.94,-2.22,23.54,-0.006999999999999999,3.89,7.82,0
23.4,0.02,8.3,1.6,15.64,0.036000000000000004,4.38,7.98,1
15.64,0.036000000000000004,4.38,7.98,23.4,0.02,8.3,1.6,0
18.16,0.017,4.11,2.16,25.44,0.077,8.98,-3.8,1
25.44,0.077,8.98,-3.8,18.16,0.017,4.11,2.16,0
28.28,-0.011,8.35,-8.46,24.59,0.08,10.79,3.17,1
24.59,0.08,10.79,3.17,28.28,-0.011,8.35,-8.46,0
22.0,0.008,10.68,1.75,25.79,0.039,7.79,-0.02,1
25.79,0.039,7.79,-0.02,22.0,0.008,10.68,1.75,0
23.4,0.02,8.3,1.6,23.54,-0.006999999999999999,3.89,7.82,1
23.54,-0.006999999999999999,3.89,7.82,23.4,0.02,8.3,1.6,0
28.28,-0.011,8.35,-8.46,18.16,0.017,4.11,2.16,1
18.16,0.017,4.11,2.16,28.28,-0.011,8.35,-8.46,0
23.4,0.02,8.3,1.6,22.0,0.008,10.68,1.75,1
22.0,0.008,10.68,1.75,23.4,0.02,8.3,1.6,0
28.28,-0.011,8.35,-8.46,23.4,0.02,8.3,1.6,1
23.4,0.02,8.3,1.6,28.28,-0.011,8.35,-8.46,0
-2.76,0.118,-6.17,-5.19,-9.57,0.104,-10.39,10.61,1
-9.57,0.104,-10.39,10.61,-2.76,0.118,-6.17,-5.19,0
30.81,0.028,8.73,-6.87,-9.48,0.14,-10.16,7.09,1
-9.48,0.14,-10.16,7.09,30.81,0.028,8.73,-6.87,0
18.31,0.002,9.37,1.08,19.43,-0.009000000000000001,12.2,10.23,1
19.43,-0.009000000000000001,12.2,10.23,18.31,0.002,9.37,1.08,0
21.45,0.016,4.77,6.61,12.7,0.013,0.84,0.64,1
12.7,0.013,0.84,0.64,21.45,0.016,4.77,6.61,0
22.42,-0.027000000000000003,8.48,-3.07,13.32,0.067,-1.7,4.64,1
13.32,0.067,-1.7,4.64,22.42,-0.027000000000000003,8.48,-3.07,0
14.81,0.055,-2.71,15.06,20.02,-0.018000000000000002,4.03,-13.12,1
20.02,-0.018000000000000002,4.03,-13.12,14.81,0.055,-2.71,15.06,0
20.76,0.031,7.19,-9.09,8.38,-0.024,4.09,6.44,1
8.38,-0.024,4.09,6.44,20.76,0.031,7.19,-9.09,0
16.83,0.098,5.61,2.29,19.61,-0.067,9.63,-3.11,1
19.61,-0.067,9.63,-3.11,16.83,0.098,5.61,2.29,0
25.45,0.034,7.78,-1.57,7.76,0.057,-5.12,2.12,1
7.76,0.057,-5.12,2.12,25.45,0.034,7.78,-1.57,0
27.81,0.031,6.86,-0.93,-2.76,0.118,-6.17,-5.19,1
-2.76,0.118,-6.17,-5.19,27.81,0.031,6.86,-0.93,0
21.73,-0.029,13.23,8.21,20.11,-0.036000000000000004,11.02,2.82,1
20.11,-0.036000000000000004,11.02,2.82,21.73,-0.029,13.23,8.21,0
17.38,-0.004,9.85,0.79,17.5,-0.017,8.06,-0.2,1
17.5,-0.017,8.06,-0.2,17.38,-0.004,9.85,0.79,0
21.03,0.017,10.19,7.3,7.4,0.025,-3.7,0.98,1
7.4,0.025,-3.7,0.98,21.03,0.017,10.19,7.3,0
14.55,0.002,0.2,0.25,23.3,-0.07400000000000001,11.3,3.88,1
23.3,-0.07400000000000001,11.3,3.88,14.55,0.002,0.2,0.25,0
22.9,0.033,9.54,0.72,6.66,0.13699999999999998,0.23,-2.57,1
6.66,0.13699999999999998,0.23,-2.57,22.9,0.033,9.54,0.72,0
21.58,-0.058,9.96,1.51,15.31,-0.032,4.15,9.52,1
15.31,-0.032,4.15,9.52,21.58,-0.058,9.96,1.51,0
27.15,0.019,11.08,5.93,-2.71,0.098,-3.46,1.83,1
-2.71,0.098,-3.46,1.83,27.15,0.019,11.08,5.93,0
31.37,-0.046,10.95,3.1,-2.58,0.078,-6.17,6.66,1
-2.58,0.078,-6.17,6.66,31.37,-0.046,10.95,3.1,0
20.97,-0.036000000000000004,9.07,-1.63,17.18,0.009000000000000001,7.59,-4.27,1
17.18,0.009000000000000001,7.59,-4.27,20.97,-0.036000000000000004,9.07,-1.63,0
16.86,0.016,8.26,-6.62,16.62,-0.021,10.1,1.28,1
16.62,-0.021,10.1,1.28,16.86,0.016,8.26,-6.62,0
19.24,-0.008,7.56,-2.0,7.27,0.035,-0.3,-3.75,1
7.27,0.035,-0.3,-3.75,19.24,-0.008,7.56,-2.0,0
16.23,0.008,9.34,-2.74,7.28,0.08900000000000001,-0.57,-5.16,1
7.28,0.08900000000000001,-0.57,-5.16,16.23,0.008,9.34,-2.74,0
18.87,0.004,6.79,-4.96,8.36,-0.006999999999999999,-0.93,4.23,1
8.36,-0.006999999999999999,-0.93,4.23,18.87,0.004,6.79,-4.96,0
16.18,0.026,10.36,-2.41,10.98,0.056,7.79,2.29,1
10.98,0.056,7.79,2.29,16.18,0.026,10.36,-2.41,0
28.48,0.006,10.41,-1.02,4.38,0.022,-6.74,2.22,1
4.38,0.022,-6.74,2.22,28.48,0.006,10.41,-1.02,0
29.33,0.057,9.82,-1.71,-2.24,0.06,-8.44,-5.1,1
-2.24,0.06,-8.44,-5.1,29.33,0.057,9.82,-1.71,0
18.13,-0.047,2.83,3.4,16.11,0.001,4.24,-0.3,1
16.11,0.001,4.24,-0.3,18.13,-0.047,2.83,3.4,0
18.29,0.035,10.57,1.81,5.44,0.11,-3.34,-2.96,1
5.44,0.11,-3.34,-2.96,18.29,0.035,10.57,1.81,0
15.43,0.006,8.27,-4.35,2.25,0.109,-3.47,0.94,1
2.25,0.109,-3.47,0.94,15.43,0.006,8.27,-4.35,0
20.35,-0.046,7.29,-3.61,12.37,0.028,9.5,-0.33,1
12.37,0.028,9.5,-0.33,20.35,-0.046,7.29,-3.61,0
26.97,-0.047,5.38,-5.98,7.69,0.047,-2.74,1.14,1
7.69,0.047,-2.74,1.14,26.97,-0.047,5.38,-5.98,0
16.09,0.03,1.98,1.53,18.53,-0.023,8.84,4.1,1
18.53,-0.023,8.84,4.1,16.09,0.03,1.98,1.53,0
24.81,0.03,2.93,3.41,-0.98,0.034,-6.4,-2.88,1
-0.98,0.034,-6.4,-2.88,24.81,0.03,2.93,3.41,0
30.81,0.028,8.73,-6.87,18.31,0.002,9.37,1.08,1
18.31,0.002,9.37,1.08,30.81,0.028,8.73,-6.87,0
21.45,0.016,4.77,6.61,22.42,-0.027000000000000003,8.48,-3.07,1
22.42,-0.027000000000000003,8.48,-3.07,21.45,0.016,4.77,6.61,0
20.76,0.031,7.19,-9.09,14.81,0.055,-2.71,15.06,1
14.81,0.055,-2.71,15.06,20.76,0.031,7.19,-9.09,0
16.83,0.098,5.61,2.29,25.45,0.034,7.78,-1.57,1
25.45,0.034,7.78,-1.57,16.83,0.098,5.61,2.29,0
21.03,0.017,10.19,7.3,17.38,-0.004,9.85,0.79,1
17.38,-0.004,9.85,0.79,21.03,0.017,10.19,7.3,0
27.81,0.031,6.86,-0.93,21.73,-0.029,13.23,8.21,1
21.73,-0.029,13.23,8.21,27.81,0.031,6.86,-0.93,0
22.9,0.033,9.54,0.72,14.55,0.002,0.2,0.25,1
14.55,0.002,0.2,0.25,22.9,0.033,9.54,0.72,0
27.15,0.019,11.08,5.93,21.58,-0.058,9.96,1.51,1
21.58,-0.058,9.96,1.51,27.15,0.019,11.08,5.93,0
31.37,-0.046,10.95,3.1,20.97,-0.036000000000000004,9.07,-1.63,1
20.97,-0.036000000000000004,9.07,-1.63,31.37,-0.046,10.95,3.1,0
16.86,0.016,8.26,-6.62,19.24,-0.008,7.56,-2.0,1
19.24,-0.008,7.56,-2.0,16.86,0.016,8.26,-6.62,0
16.23,0.008,9.34,-2.74,18.87,0.004,6.79,-4.96,1
18.87,0.004,6.79,-4.96,16.23,0.008,9.34,-2.74,0
28.48,0.006,10.41,-1.02,16.18,0.026,10.36,-2.41,1
16.18,0.026,10.36,-2.41,28.48,0.006,10.41,-1.02,0
29.33,0.057,9.82,-1.71,18.13,-0.047,2.83,3.4,1
18.13,-0.047,2.83,3.4,29.33,0.057,9.82,-1.71,0
18.29,0.035,10.57,1.81,15.43,0.006,8.27,-4.35,1
15.43,0.006,8.27,-4.35,18.29,0.035,10.57,1.81,0
26.97,-0.047,5.38,-5.98,20.35,-0.046,7.29,-3.61,1
20.35,-0.046,7.29,-3.61,26.97,-0.047,5.38,-5.98,0
24.81,0.03,2.93,3.41,16.09,0.03,1.98,1.53,1
16.09,0.03,1.98,1.53,24.81,0.03,2.93,3.41,0
30.81,0.028,8.73,-6.87,21.45,0.016,4.77,6.61,1
21.45,0.016,4.77,6.61,30.81,0.028,8.73,-6.87,0
20.76,0.031,7.19,-9.09,16.83,0.098,5.61,2.29,1
16.83,0.098,5.61,2.29,20.76,0.031,7.19,-9.09,0
27.81,0.031,6.86,-0.93,21.03,0.017,10.19,7.3,1
21.03,0.017,10.19,7.3,27.81,0.031,6.86,-0.93,0
27.15,0.019,11.08,5.93,22.9,0.033,9.54,0.72,1
